TradeId,Trade Date,Maturity,Counterparty,Description,Notional,InitialMargin,Attach,Detach
CDS0041839,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",ARMLL_Jun21_EUR_500,4600000.0,0.0,,
CDS0041840,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",ATTINC_Jun21_USD_100,5400000.0,0.0,,
CDS0041841,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",AVBDGT_Jun21_USD_500,5400000.0,0.0,,
CDS0041842,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",BACR_Jun21_EUR_100,4600000.0,0.0,,
CDS0041843,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",BATSLN_Jun21_EUR_100,4600000.0,0.0,,
CDS0041844,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",BNP_Jun21_EUR_100,4600000.0,0.0,,
CDS0041845,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",BOMBINC_Jun21_USD_500,5400000.0,0.0,,
CDS0041846,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",CAH_Jun21_USD_100,5400000.0,0.0,,
CDS0041847,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",CECOAG_Jun21_EUR_100,4600000.0,0.0,,
CDS0041848,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",CENTRI_Jun21_EUR_100,4600000.0,0.0,,
CDS0041849,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",CHK_Jun21_USD_500,5400000.0,0.0,,
CDS0041850,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",CLINKI_Jun21_USD_100,5400000.0,0.0,,
CDS0041851,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",CMACGM_Jun21_EUR_500,4600000.0,0.0,,
CDS0041852,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",CMZB_Jun21_EUR_100,4600000.0,0.0,,
CDS0041853,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",CNATUR_Jun21_USD_100,5400000.0,0.0,,
CDS0041854,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",CNHIND_Jun21_EUR_500,4600000.0,0.0,,
CDS0041855,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",CPB_Jun21_USD_100,5400000.0,0.0,,
CDS0041856,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",CVSHEA_Jun21_USD_100,5400000.0,0.0,,
CDS0041857,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",DAMLR_Jun21_EUR_100,4600000.0,0.0,,
CDS0041858,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",ENEL_Jun21_EUR_100,4600000.0,0.0,,
CDS0041859,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",F_Jun21_USD_500,5400000.0,0.0,,
CDS0041860,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",FIATCHR_Jun21_EUR_500,4600000.0,0.0,,
CDS0041861,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",FREEPIN_Jun21_USD_100,5400000.0,0.0,,
CDS0041862,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",GAZPPUB_Jun21_USD_100,5400000.0,0.0,,
CDS0041863,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",GENMC_Jun21_USD_500,5400000.0,0.0,,
CDS0041864,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",GKNHOL_Jun21_EUR_100,4600000.0,0.0,,
CDS0041865,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",GLCORE_Jun21_EUR_500,4600000.0,0.0,,
CDS0041866,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",GPS_Jun21_USD_100,5400000.0,0.0,,
CDS0041867,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",GS_Jun21_USD_100,5400000.0,0.0,,
CDS0041868,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",HCA_Jun21_USD_500,5400000.0,0.0,,
CDS0041869,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",HEI_Jun21_EUR_500,4600000.0,0.0,,
CDS0041870,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",HESS_Jun21_USD_100,5400000.0,0.0,,
CDS0041871,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",HRB-Fllc_Jun21_USD_500,5400000.0,0.0,,
CDS0041872,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",INEOGRO_Jun21_EUR_500,4600000.0,0.0,,
CDS0041873,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",INTRUAB_Jun21_EUR_500,4600000.0,0.0,,
CDS0041874,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",ITV_Jun21_EUR_500,4600000.0,0.0,,
CDS0041875,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",JWN_Jun21_USD_100,5400000.0,0.0,,
CDS0041876,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",KINDERM_Jun21_USD_100,5400000.0,0.0,,
CDS0041877,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",KPN_Jun21_EUR_100,4600000.0,0.0,,
CDS0041878,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",KSS_Jun21_USD_100,5400000.0,0.0,,
CDS0041879,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",LAFALTD_Jun21_EUR_100,4600000.0,0.0,,
CDS0041880,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",LBGP_Jun21_EUR_100,4600000.0,0.0,,
CDS0041597,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",AEGON_Dec20_EUR_100,4300000.0,0.0,,
CDS0041598,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",AGO-AGC_Dec20_USD_500,5000000.0,0.0,,
CDS0041599,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",AIG_Dec20_USD_100,5000000.0,0.0,,
CDS0041600,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",AIG-IntLeaseFin_Dec20_USD_500,5000000.0,0.0,,
CDS0041601,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",ALLYFI_Dec20_USD_500,5000000.0,0.0,,
CDS0041602,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",ALTICEF_Dec20_EUR_500,4300000.0,0.0,,
CDS0041603,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",ALTICFI_Dec20_EUR_500,4300000.0,0.0,,
CDS0041604,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",ALZSE_Dec20_EUR_100,4300000.0,0.0,,
CDS0041605,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",ANHEUIN_Dec20_EUR_100,4300000.0,0.0,,
CDS0041606,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",ARCONIN_Dec20_USD_100,5000000.0,0.0,,
CDS0041607,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",ARDAPAC_Dec20_EUR_500,4300000.0,0.0,,
CDS0041608,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",ATTINC_Dec20_USD_100,5000000.0,0.0,,
CDS0041609,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",BACORP_Dec20_USD_100,5000000.0,0.0,,
CDS0041610,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",BATSLN_Dec20_EUR_100,4300000.0,0.0,,
CDS0041611,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",BAUSHEA_Dec20_USD_500,5000000.0,0.0,,
CDS0041612,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",BNP_Dec20_EUR_100,4300000.0,0.0,,
CDS0041613,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",BRITEL-BritTel_Dec20_EUR_100,4300000.0,0.0,,
CDS0041614,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",BYIF_Dec20_EUR_100,4300000.0,0.0,,
CDS0041615,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",BZH_Dec20_USD_500,5000000.0,0.0,,
CDS0041616,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",CAWILD_Dec20_EUR_500,4300000.0,0.0,,
CDS0041617,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",CIT_Dec20_USD_500,5000000.0,0.0,,
CDS0041618,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",CLINKI_Dec20_USD_100,5000000.0,0.0,,
CDS0041619,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",CMZB_Dec20_EUR_100,4300000.0,0.0,,
CDS0041620,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",CONABRA_Dec20_USD_100,5000000.0,0.0,,
CDS0041621,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",CPN_Dec20_USD_500,5000000.0,0.0,,
CDS0041596,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",ACAFP_Dec20_EUR_100,4300000.0,0.0,,
CDX0041474,2019-01-14,20/12/2020 00:00:00,ICE Clear Credit LLC,iTraxx Europe Series 28 Version 1 3Y,200000000.0,0.0,,
CDX0041546,2019-01-15,20/12/2023 00:00:00,ICE Clear Credit LLC,iTraxx Europe Series 30 Version 1 5Y,160000000.0,0.0,,
CDX0041733,2019-01-16,20/12/2023 00:00:00,ICE Clear Credit LLC,iTraxx Europe Series 30 Version 1 5Y,-100000000.0,0.0,,
CDX0041806,2019-01-16,20/12/2023 00:00:00,ICE Clear Credit LLC,iTraxx Europe Series 30 Version 1 5Y,-100000000.0,0.0,,
CDX0041807,2019-01-16,20/12/2023 00:00:00,ICE Clear Credit LLC,iTraxx Europe Senior Financials Series 30 Version 1 5Y,-100000000.0,0.0,,
CDX0041811,2019-01-17,20/12/2023 00:00:00,ICE Clear Credit LLC,iTraxx Europe Series 30 Version 1 5Y,100000000.0,0.0,,
CDX0041812,2019-01-17,20/12/2023 00:00:00,ICE Clear Credit LLC,iTraxx Europe Series 30 Version 1 5Y,100000000.0,0.0,,
CDXOption0041545,2019-01-15,20/02/2019 00:00:00,BNP PARIBAS,PayerSpread MA30 20-Feb-19 Payer 90,1000000000.0,0.0015,,
CDXOption0041547,2019-01-15,20/02/2019 00:00:00,BNP PARIBAS,PayerSpread MA30 20-Feb-19 Payer 100,-1000000000.0,0.0,,
CDS0041672,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",SPRFINCO_Dec20_USD_500,5000000.0,0.0,,
CDS0041673,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",SPRICOM_Dec20_USD_500,5000000.0,0.0,,
CDS0041674,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",STZ_Dec20_USD_500,5000000.0,0.0,,
CDS0041675,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",SWREL_Dec20_EUR_100,4300000.0,0.0,,
CDS0041676,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",SWY_Dec20_USD_100,5000000.0,0.0,,
CDS0041677,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",TELEFO_Dec20_EUR_100,4300000.0,0.0,,
CDS0041678,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",TEVA_Dec20_USD_100,5000000.0,0.0,,
CDS0041679,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",THADT_Dec20_USD_500,5000000.0,0.0,,
CDS0041680,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",THC_Dec20_USD_500,5000000.0,0.0,,
CDS0041681,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",TIIMN_Dec20_EUR_100,4300000.0,0.0,,
CDS0041682,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",TOL_Dec20_USD_100,5000000.0,0.0,,
CDS0041683,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",UCOHLD_Dec20_USD_500,5000000.0,0.0,,
CDS0041684,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",UNITREN_Dec20_USD_500,5000000.0,0.0,,
CDS0041685,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",VIAINC_Dec20_USD_100,5000000.0,0.0,,
CDS0041686,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",VIRFIN_Dec20_EUR_500,4300000.0,0.0,,
CDS0041687,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",VOD_Dec20_EUR_100,4300000.0,0.0,,
CDS0041688,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",VRZN_Dec20_USD_100,5000000.0,0.0,,
CDS0041689,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",VW_Dec20_EUR_100,4300000.0,0.0,,
CDS0041690,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",WESTUN_Dec20_USD_100,5000000.0,0.0,,
CDS0041691,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",WFC_Dec20_USD_100,5000000.0,0.0,,
CDS0041692,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",WHR_Dec20_USD_100,5000000.0,0.0,,
CDS0041693,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",XRX_Dec20_USD_100,5000000.0,0.0,,
CDS0041694,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",ZIGGOBO_Dec20_EUR_500,4300000.0,0.0,,
CDS0041695,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",ZINCO_Dec20_EUR_100,4300000.0,0.0,,
CDS0041830,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",AAUK_Jun21_EUR_500,4600000.0,0.0,,
CDX0041817,2019-01-17,20/12/2023 00:00:00,ICE Clear Credit LLC,CDX.NA.IG.31-V1 5Y,-47000000.0,0.0,,
CDS0041622,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",CSGAG_Dec20_EUR_100,4300000.0,0.0,,
CDS0041623,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",DAL_Dec20_USD_500,5000000.0,0.0,,
CDS0041624,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",DELLN_Dec20_USD_100,5000000.0,0.0,,
CDS0041625,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",DNY_Dec20_USD_500,5000000.0,0.0,,
CDS0041626,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",DT-TMobileUS_Dec20_USD_500,5000000.0,0.0,,
CDS0041627,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",ENB_Dec20_USD_100,5000000.0,0.0,,
CDS0041628,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",FDC_Dec20_USD_100,5000000.0,0.0,,
CDS0041629,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",FIATCHR_Dec20_EUR_500,4300000.0,0.0,,
CDS0041630,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",F-MotCrLLC_Dec20_USD_500,5000000.0,0.0,,
CDS0041631,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",GE_Dec20_USD_100,5000000.0,0.0,,
CDS0041632,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",GENMC_Dec20_USD_500,5000000.0,0.0,,
CDS0041633,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",GENWHOL_Dec20_USD_500,5000000.0,0.0,,
CDS0041634,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",GLCORE_Dec20_EUR_500,4300000.0,0.0,,
CDS0041635,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",GPS_Dec20_USD_100,5000000.0,0.0,,
CDS0041636,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",GS_Dec20_USD_100,5000000.0,0.0,,
CDS0041637,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",HCA_Dec20_USD_500,5000000.0,0.0,,
CDS0041638,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",HESS_Dec20_USD_100,5000000.0,0.0,,
CDS0041639,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",INEOGRO_Dec20_EUR_500,4300000.0,0.0,,
CDS0041640,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",ISTAINC_Dec20_USD_500,5000000.0,0.0,,
CDS0041641,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",JWN_Dec20_USD_100,5000000.0,0.0,,
CDS0041642,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",KBH_Dec20_USD_500,5000000.0,0.0,,
CDS0041643,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",KIM_Dec20_USD_100,5000000.0,0.0,,
CDS0041644,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",KRAFHEI_Dec20_USD_100,5000000.0,0.0,,
CDS0041645,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",KSS_Dec20_USD_100,5000000.0,0.0,,
CDS0041646,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",LADBRCO_Dec20_EUR_100,4300000.0,0.0,,
CDX0041795,2019-01-16,20/12/2020 00:00:00,ICE Clear Credit LLC,CDX.NA.IG.25-V1 5Y,-42000000.0,0.0,,
CDX0041797,2019-01-16,20/12/2020 00:00:00,ICE Clear Credit LLC,CDX.NA.IG.25-V1 5Y,50000000.0,0.0,,
CDS0041463,2019-01-14,20/12/2021 00:00:00,BNP PARIBAS,NEWLOOAC_Dec21_EUR_500,1000000.0,0.0,,
CDS0041881,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",LBRAAA_Jun21_USD_100,5400000.0,0.0,,
CDS0041882,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",LEN_Jun21_USD_500,5400000.0,0.0,,
CDS0041883,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",LEONSPA_Jun21_EUR_500,4600000.0,0.0,,
CDS0041884,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",LMETEL_Jun21_EUR_100,4600000.0,0.0,,
CDS0041885,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",M_Jun21_USD_100,5400000.0,0.0,,
CDS0041886,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",MCK_Jun21_USD_100,5400000.0,0.0,,
CDS0041887,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",MDC_Jun21_USD_100,5400000.0,0.0,,
CDS0041888,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",MERIINC_Jun21_USD_500,5400000.0,0.0,,
CDS0041889,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",MGMRI_Jun21_USD_500,5400000.0,0.0,,
CDS0041890,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",MKS-M+SPlc_Jun21_EUR_100,4600000.0,0.0,,
CDS0041891,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",MOTSOL_Jun21_USD_100,5400000.0,0.0,,
CDS0041892,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",NBR-Inc_Jun21_USD_100,5400000.0,0.0,,
CDS0041893,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",NEWEBRA_Jun21_USD_100,5400000.0,0.0,,
CDS0041894,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",NXT_Jun21_EUR_100,4600000.0,0.0,,
CDS0041895,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",PETBRA_Jun21_USD_100,5400000.0,0.0,,
CDS0041896,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",PEUGOT_Jun21_EUR_500,4600000.0,0.0,,
CDS0041897,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",RENAUL_Jun21_EUR_100,4600000.0,0.0,,
CDS0041898,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",RIG_Jun21_USD_100,5400000.0,0.0,,
CDS0041899,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",ROLLS_Jun21_EUR_100,4600000.0,0.0,,
CDS0041900,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",SBRY_Jun21_EUR_100,4600000.0,0.0,,
CDS0041901,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",SCHAFIN_Jun21_EUR_500,4600000.0,0.0,,
CDS0041902,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",SPRICOM_Jun21_USD_500,5400000.0,0.0,,
CDS0041903,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",SUEDAG_Jun21_EUR_100,4600000.0,0.0,,
CDS0041904,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",SVU_Jun21_USD_500,5400000.0,0.0,,
CDS0041905,2019-01-17,20/06/2021 00:00:00,"JPMorgan Chase Bank, National Association",SYNNVX_Jun21_EUR_100,4600000.0,0.0,,
CDS0041647,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",LBRAAA_Dec20_USD_100,5000000.0,0.0,,
CDS0041648,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",LBTG-UPC_Dec20_EUR_500,4300000.0,0.0,,
CDS0041649,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",LEN_Dec20_USD_500,5000000.0,0.0,,
CDS0041650,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",LITLC_Dec20_USD_500,5000000.0,0.0,,
CDS0041651,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",LLOYDBA_Dec20_EUR_100,4300000.0,0.0,,
CDS0041652,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",MBI_Dec20_USD_500,5000000.0,0.0,,
CDS0041653,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",MDC_Dec20_USD_100,5000000.0,0.0,,
CDS0041654,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",MGIC_Dec20_USD_500,5000000.0,0.0,,
CDS0041655,2019-01-15,20/12/2020 00:00:00,"JPMorgan Chase Bank, National Association",MGMRI_Dec20_USD_500,5000000.0,0.0,,
